reads.in	reads.out
MP_E1148_DY2206_R1_trimmed.fq.gz	304344	291679
MP_E1149_DY2206_R1_trimmed.fq.gz	123703	119613
MP_E1150_DY2206_R1_trimmed.fq.gz	118149	112385
MP_E1151_DY2206_R1_trimmed.fq.gz	132154	125817
MP_E1152_DY2206_R1_trimmed.fq.gz	50567	48500
MP_E1153_DY2206_R1_trimmed.fq.gz	147458	140601
MP_E1154_DY2206_R1_trimmed.fq.gz	581360	566107
MP_E1155_DY2206_R1_trimmed.fq.gz	162663	155359
MP_E1156_DY2206_R1_trimmed.fq.gz	118832	115101
MP_E1158_DY2206_R1_trimmed.fq.gz	277893	268170
MP_E1159_DY2206_R1_trimmed.fq.gz	242470	234302
MP_E1160_DY2206_R1_trimmed.fq.gz	39463	37702
MP_E1164_DY2206_R1_trimmed.fq.gz	459207	447453
MP_E1165_DY2206_R1_trimmed.fq.gz	146198	138778
MP_E1166_DY2206_R1_trimmed.fq.gz	240170	232925
MP_E1455_RC0083_R1_trimmed.fq.gz	434803	418565
MP_E1456_RC0083_R1_trimmed.fq.gz	141350	134047
MP_E1457_RC0083_R1_trimmed.fq.gz	258259	248663
MP_E1458_RC0083_R1_trimmed.fq.gz	295592	284257
MP_E1459_RC0083_R1_trimmed.fq.gz	163567	157362
MP_E1460_RC0083_R1_trimmed.fq.gz	290826	279377
MP_E1461_RC0083_R1_trimmed.fq.gz	80383	76918
MP_E1462_RC0083_R1_trimmed.fq.gz	247784	224986
MP_E1463_RC0083_R1_trimmed.fq.gz	173415	164746
MP_E1470_RC0083_R1_trimmed.fq.gz	289590	277978
MP_E1471_RC0083_R1_trimmed.fq.gz	85220	79362
MP_E1472_RC0083_R1_trimmed.fq.gz	173114	166682
MP_E1485_RC0083_R1_trimmed.fq.gz	88547	82276
MP_E1486_RC0083_R1_trimmed.fq.gz	231941	221348
MP_E1487_RC0083_R1_trimmed.fq.gz	375136	363215
MP_E1488_RC0083_R1_trimmed.fq.gz	990232	950941
MP_E1489_RC0083_R1_trimmed.fq.gz	618087	596513
MP_E1490_RC0083_R1_trimmed.fq.gz	110447	105294
MP_E1494_RC0083_R1_trimmed.fq.gz	451679	433269
MP_E1495_RC0083_R1_trimmed.fq.gz	225185	194810
MP_E1496_RC0083_R1_trimmed.fq.gz	35142	30187
MP_E1497_RC0083_R1_trimmed.fq.gz	227093	218986
MP_E1498_RC0083_R1_trimmed.fq.gz	184315	177813
