reads.in	reads.out
MP_E370_R1_trimmed.fq.gz	170229	147353
MP_E373_R1_trimmed.fq.gz	226977	184996
MP_E378_R1_trimmed.fq.gz	275030	200153
MP_E380_R1_trimmed.fq.gz	253446	219702
MP_E384_3B_R1_trimmed.fq.gz	237203	163036
MP_E386_1B_R1_trimmed.fq.gz	215165	162911
MP_E388_1B_R1_trimmed.fq.gz	201257	154373
MP_E392_R1_trimmed.fq.gz	237176	164237
MP_E394_R1_trimmed.fq.gz	221555	138987
MP_E395_R1_trimmed.fq.gz	227379	137451
MP_E396_R1_trimmed.fq.gz	206443	164180
MP_E404_R1_trimmed.fq.gz	272245	226536
MP_E405_R1_trimmed.fq.gz	224831	147217
MP_E406_R1_trimmed.fq.gz	255118	197081
MP_E408_R1_trimmed.fq.gz	270147	200437
MP_E411_1T_R1_trimmed.fq.gz	200489	159725
MP_E412_1B_R1_trimmed.fq.gz	240716	174862
MP_E412_2T_R1_trimmed.fq.gz	236042	188419
MP_E412_3T_R1_trimmed.fq.gz	214153	164837
MP_E413_1B_R1_trimmed.fq.gz	262127	239448
MP_E413_2B_R1_trimmed.fq.gz	227978	199965
MP_E413_3B_R1_trimmed.fq.gz	266621	222480
MP_E418_1B_R1_trimmed.fq.gz	227868	133782
MP_E418_2T_R1_trimmed.fq.gz	230363	150606
MP_E418_3T_R1_trimmed.fq.gz	198762	124460
MP_E419_1B_R1_trimmed.fq.gz	250309	220718
MP_E419_2B_R1_trimmed.fq.gz	194716	172028
MP_E419_3B_R1_trimmed.fq.gz	233984	220660
MP_E423_R1_trimmed.fq.gz	271870	226178
MP_E424_R1_trimmed.fq.gz	235306	182359
MP_E425_R1_trimmed.fq.gz	203401	187472
MP_E427_R1_trimmed.fq.gz	193859	141525
MP_E428_R1_trimmed.fq.gz	206635	143301
MP_E429_R1_trimmed.fq.gz	188783	152188
MP_E430_R1_trimmed.fq.gz	227356	209802
MP_E431_R1_trimmed.fq.gz	235284	186074
MP_E432_R1_trimmed.fq.gz	180527	141110
MP_E433_R1_trimmed.fq.gz	220929	137857
MP_E434_R1_trimmed.fq.gz	235040	216710
MP_E435_R1_trimmed.fq.gz	279207	213908
MP_E436_R1_trimmed.fq.gz	220093	170592
MP_E437_R1_trimmed.fq.gz	180786	157055
MP_E438_R1_trimmed.fq.gz	165923	121729
MP_E440_R1_trimmed.fq.gz	218354	141499
MP_E441_R1_trimmed.fq.gz	194975	183617
MP_E442_R1_trimmed.fq.gz	232653	164491
MP_E444_R1_trimmed.fq.gz	292725	210968
MP_E445_R1_trimmed.fq.gz	267403	234629
MP_E446_1B_PCR1_R1_trimmed.fq.gz	281886	211521
MP_E446_2B_PCR1_R1_trimmed.fq.gz	226758	173660
MP_E446_3B_PCR1_R1_trimmed.fq.gz	264423	199902
MP_E447_1B_PCR1_R1_trimmed.fq.gz	225073	171310
MP_E447_2B_PCR1_R1_trimmed.fq.gz	231525	184332
MP_E447_3B_PCR1_R1_trimmed.fq.gz	251172	207442
MP_E448_1B_PCR1_R1_trimmed.fq.gz	201750	154038
MP_E448_2B_PCR1_R1_trimmed.fq.gz	204214	192959
MP_E448_3B_PCR1_R1_trimmed.fq.gz	199883	177697
MP_E449_1B_PCR1_R1_trimmed.fq.gz	298865	260198
MP_E449_2B_PCR1_R1_trimmed.fq.gz	246895	217168
MP_E449_3B_PCR1_R1_trimmed.fq.gz	280492	232380
MP_E450_1B_PCR1_R1_trimmed.fq.gz	212026	195378
MP_E450_2B_PCR1_R1_trimmed.fq.gz	190959	178814
MP_E450_3B_PCR1_R1_trimmed.fq.gz	216632	202750
MP_E451_R1_trimmed.fq.gz	194761	151020
MP_E453_R1_trimmed.fq.gz	208343	125442
MP_E454_R1_trimmed.fq.gz	244460	187188
MP_E455_R1_trimmed.fq.gz	310401	283419
MP_E458_1B_R1_trimmed.fq.gz	204509	139528
MP_E463_R1_trimmed.fq.gz	223968	148845
MP_E464_R1_trimmed.fq.gz	269442	213197
MP_E465_R1_trimmed.fq.gz	237451	139283
MP_E466_1B_R1_trimmed.fq.gz	281176	190359
MP_E466_2B_R1_trimmed.fq.gz	227394	127533
MP_E466_3B_R1_trimmed.fq.gz	282135	132670
MP_E467_R1_trimmed.fq.gz	242162	234542
MP_E469_R1_trimmed.fq.gz	131240	128994
MP_E470_R1_trimmed.fq.gz	192009	186591
MP_E471_R1_trimmed.fq.gz	247674	244358
MP_E472_R1_trimmed.fq.gz	216898	214278
MP_E474_R1_trimmed.fq.gz	107068	105233
MP_E475_PCR1_R1_trimmed.fq.gz	297348	274915
MP_E476_R1_trimmed.fq.gz	261981	237007
