reads.in	reads.out
MP_E477_R1_trimmed.fq.gz	213810	176378
MP_E478_R1_trimmed.fq.gz	256229	207535
MP_E479_R1_trimmed.fq.gz	270927	210182
MP_E486_PCR1_R1_trimmed.fq.gz	289504	202293
MP_E487_R1_trimmed.fq.gz	228011	178798
MP_E488_R1_trimmed.fq.gz	244322	154228
MP_E489_R1_trimmed.fq.gz	234213	190483
MP_E490_R1_trimmed.fq.gz	242135	158782
MP_E491_R1_trimmed.fq.gz	227709	173048
MP_E492_1B_PCR1_R1_trimmed.fq.gz	245352	171471
MP_E494_PCR1_R1_trimmed.fq.gz	225031	136016
MP_E495_PCR1_R1_trimmed.fq.gz	248253	164320
MP_E496_1T_PCR1_R1_trimmed.fq.gz	198806	132685
MP_E496_2T_PCR1_R1_trimmed.fq.gz	230846	164131
MP_E496_3B_PCR1_R1_trimmed.fq.gz	198676	129729
MP_E497_PCR1_R1_trimmed.fq.gz	163636	136154
MP_E498_1B_PCR1_R1_trimmed.fq.gz	233564	188762
MP_E498_2B_PCR1_R1_trimmed.fq.gz	325179	270389
MP_E498_3B_PCR1_R1_trimmed.fq.gz	276726	200052
MP_E499_R1_trimmed.fq.gz	192150	140394
MP_E501_R1_trimmed.fq.gz	224103	137726
MP_E502_R1_trimmed.fq.gz	89	64
MP_E503_R1_trimmed.fq.gz	260017	178163
MP_E504_R1_trimmed.fq.gz	249156	161124
MP_E505_R1_trimmed.fq.gz	227341	175539
MP_E506_R1_trimmed.fq.gz	183555	107851
MP_E516_R1_trimmed.fq.gz	176766	130928
MP_E520_1B_R1_trimmed.fq.gz	266593	206530
MP_E522_1B_R1_trimmed.fq.gz	245503	143563
MP_E522_2T_R1_trimmed.fq.gz	208235	149712
MP_E522_3T_R1_trimmed.fq.gz	214270	135475
MP_E523_1B_R1_trimmed.fq.gz	253384	188733
MP_E523_2B_R1_trimmed.fq.gz	232736	205886
MP_E523_3B_R1_trimmed.fq.gz	263822	230072
MP_E524_R1_trimmed.fq.gz	283646	199193
MP_E528_R1_trimmed.fq.gz	226940	148536
MP_E529_R1_trimmed.fq.gz	312607	214834
MP_E531_R1_trimmed.fq.gz	237284	153529
MP_E532_R1_trimmed.fq.gz	186269	155062
MP_E533_R1_trimmed.fq.gz	236457	134120
MP_E534_R1_trimmed.fq.gz	195801	111810
MP_E535_R1_trimmed.fq.gz	233469	124727
MP_E536_R1_trimmed.fq.gz	254286	205926
MP_E537_R1_trimmed.fq.gz	201197	138588
MP_E538_R1_trimmed.fq.gz	243800	163534
MP_E539_R1_trimmed.fq.gz	249872	142658
MP_E540_R1_trimmed.fq.gz	301039	247371
MP_E541_R1_trimmed.fq.gz	274154	143832
MP_E542_R1_trimmed.fq.gz	251568	233021
MP_E543_R1_trimmed.fq.gz	294365	193147
MP_E544_R1_trimmed.fq.gz	268719	232987
MP_E545_R1_trimmed.fq.gz	237218	221102
MP_E552_R1_trimmed.fq.gz	239922	173880
MP_E555_R1_trimmed.fq.gz	147021	96348
MP_E557_R1_trimmed.fq.gz	244219	184044
MP_E560_R1_trimmed.fq.gz	331741	223350
MP_E561_R1_trimmed.fq.gz	278680	154157
MP_E562_R1_trimmed.fq.gz	282459	162155
MP_E563_R1_trimmed.fq.gz	252019	157093
MP_E564_R1_trimmed.fq.gz	268677	202545
MP_E565_R1_trimmed.fq.gz	300350	186232
MP_E566_R1_trimmed.fq.gz	244766	140247
MP_E567_R1_trimmed.fq.gz	261233	167298
MP_E568_R1_trimmed.fq.gz	249044	194797
MP_E569_R1_trimmed.fq.gz	235539	164926
MP_E570_R1_trimmed.fq.gz	261930	174080
MP_E571_R1_trimmed.fq.gz	247788	161774
MP_E572_R1_trimmed.fq.gz	243059	210011
MP_E573_1B_PCR1_R1_trimmed.fq.gz	302669	192195
MP_E573_2B_PCR1_R1_trimmed.fq.gz	268427	187770
MP_E573_3B_PCR1_R1_trimmed.fq.gz	284268	186655
MP_E574_1B_PCR1_R1_trimmed.fq.gz	221060	192587
MP_E574_2B_PCR1_R1_trimmed.fq.gz	210127	149721
MP_E574_3B_PCR1_R1_trimmed.fq.gz	212786	158773
MP_E575_1B_PCR1_R1_trimmed.fq.gz	179358	163839
MP_E575_2B_PCR1_R1_trimmed.fq.gz	290782	267537
MP_E575_3B_PCR1_R1_trimmed.fq.gz	242854	226243
MP_E579_R1_trimmed.fq.gz	274822	239381
MP_E580_R1_trimmed.fq.gz	248022	198894
MP_E581_R1_trimmed.fq.gz	267332	230831
MP_E583_R1_trimmed.fq.gz	272653	224305
MP_E588_R1_trimmed.fq.gz	312697	280862
MP_E590_R1_trimmed.fq.gz	252977	185384
MP_E592_R1_trimmed.fq.gz	259274	184681
MP_E593_R1_trimmed.fq.gz	224201	207315
MP_E594_R1_trimmed.fq.gz	249955	190209
MP_E595_R1_trimmed.fq.gz	295910	189845
MP_E596_R1_trimmed.fq.gz	258026	169054
MP_E597_R1_trimmed.fq.gz	256747	247211
MP_E598_1B_PCR1_R1_trimmed.fq.gz	279152	202629
MP_E598_2B_PCR1_R1_trimmed.fq.gz	255166	185794
MP_E598_3B_PCR1_R1_trimmed.fq.gz	295317	212744
MP_E599_PCR1_R1_trimmed.fq.gz	227837	158752
MP_E600_1B_PCR1_R1_trimmed.fq.gz	223328	192144
MP_E600_2B_PCR1_R1_trimmed.fq.gz	213056	179616
MP_E600_3B_PCR1_R1_trimmed.fq.gz	227625	184139
MP_E601_R1_trimmed.fq.gz	279031	198938
MP_E602_R1_trimmed.fq.gz	235646	178403
MP_E603_R1_trimmed.fq.gz	246248	222229
MP_E604_R1_trimmed.fq.gz	259050	212536
MP_E605_R1_trimmed.fq.gz	249824	210149
MP_E606_R1_trimmed.fq.gz	250144	222841
MP_E607_R1_trimmed.fq.gz	254981	190195
MP_E609_R1_trimmed.fq.gz	280927	257879
MP_E622_R1_trimmed.fq.gz	221667	160607
MP_E623_R1_trimmed.fq.gz	293975	235213
MP_E626_R1_trimmed.fq.gz	275127	216092
MP_E627_R1_trimmed.fq.gz	217222	183417
MP_E632_R1_trimmed.fq.gz	276820	210506
MP_E633_R1_trimmed.fq.gz	249504	197377
MP_E634_R1_trimmed.fq.gz	274263	197565
MP_E635_R1_trimmed.fq.gz	159756	129305
MP_E636_R1_trimmed.fq.gz	247305	194993
MP_E637_R1_trimmed.fq.gz	302431	248496
MP_E638_R1_trimmed.fq.gz	288209	264090
MP_E639_R1_trimmed.fq.gz	265498	225555
MP_E640_R1_trimmed.fq.gz	249038	204381
MP_E649_R1_trimmed.fq.gz	229440	188412
MP_E650_R1_trimmed.fq.gz	256314	217859
MP_E653_R1_trimmed.fq.gz	215165	151322
MP_E654_R1_trimmed.fq.gz	284715	227219
MP_E655_R1_trimmed.fq.gz	262427	186926
MP_E656_R1_trimmed.fq.gz	199897	122415
MP_E657_R1_trimmed.fq.gz	279159	183300
MP_E658_1B_R1_trimmed.fq.gz	366933	296863
MP_E658_2T_R1_trimmed.fq.gz	246216	155543
MP_E658_3T_R1_trimmed.fq.gz	233419	147644
MP_E659_1B_R1_trimmed.fq.gz	206323	136092
MP_E659_2B_R1_trimmed.fq.gz	199511	147954
MP_E659_3B_R1_trimmed.fq.gz	230880	180801
MP_E660_1B_R1_trimmed.fq.gz	244715	205866
MP_E660_2B_R1_trimmed.fq.gz	259674	211235
MP_E660_3B_R1_trimmed.fq.gz	233503	150329
MP_E661_R1_trimmed.fq.gz	205614	149619
MP_E663_R1_trimmed.fq.gz	278068	205664
MP_E666_R1_trimmed.fq.gz	241488	181925
MP_E667_R1_trimmed.fq.gz	233249	151155
MP_E675_1B_R1_trimmed.fq.gz	267610	206180
MP_E680_R1_trimmed.fq.gz	226011	182148
MP_E681_R1_trimmed.fq.gz	242861	176298
MP_E685_R1_trimmed.fq.gz	257425	182556
MP_E686_R1_trimmed.fq.gz	235454	194600
MP_E687_R1_trimmed.fq.gz	262871	212300
MP_E688_R1_trimmed.fq.gz	255482	216363
MP_E689_R1_trimmed.fq.gz	281342	222867
MP_E690_R1_trimmed.fq.gz	240100	188233
MP_E691_1B_R1_trimmed.fq.gz	311251	208703
MP_E691_2B_R1_trimmed.fq.gz	249044	168000
MP_E691_3B_R1_trimmed.fq.gz	230395	160044
MP_E692_1B_R1_trimmed.fq.gz	237982	180351
MP_E692_2B_R1_trimmed.fq.gz	242997	193987
MP_E692_3B_R1_trimmed.fq.gz	222676	170009
MP_E693_1B_R1_trimmed.fq.gz	165092	135036
MP_E693_2B_R1_trimmed.fq.gz	248205	201875
MP_E693_3B_R1_trimmed.fq.gz	297346	246788
MP_E694_1B_R1_trimmed.fq.gz	233172	137703
MP_E694_2B_R1_trimmed.fq.gz	226988	147005
MP_E694_3B_R1_trimmed.fq.gz	238001	146093
MP_E695_1B_R1_trimmed.fq.gz	292582	208212
MP_E695_2B_R1_trimmed.fq.gz	200098	151264
MP_E695_3B_R1_trimmed.fq.gz	248042	181381
MP_E696_1B_R1_trimmed.fq.gz	243938	173571
MP_E696_2B_R1_trimmed.fq.gz	246875	174226
MP_E696_3B_R1_trimmed.fq.gz	258549	175632
MP_E699_R1_trimmed.fq.gz	272486	190905
MP_E700_R1_trimmed.fq.gz	223333	179202
MP_E707_R1_trimmed.fq.gz	238292	218467
MP_E709_R1_trimmed.fq.gz	133532	128985
MP_E713_R1_trimmed.fq.gz	255695	224226
MP_E715_R1_trimmed.fq.gz	223102	186706
MP_E716_R1_trimmed.fq.gz	255574	237292
MP_E718_R1_trimmed.fq.gz	170060	157638
MP_E721_R1_trimmed.fq.gz	275324	186413
MP_E724_R1_trimmed.fq.gz	245185	199413
MP_E725_1B_R1_trimmed.fq.gz	290503	201607
MP_E730_1B_R1_trimmed.fq.gz	249251	186613
MP_E733_R1_trimmed.fq.gz	119546	104264
MP_E737_R1_trimmed.fq.gz	273004	222572
MP_E742_1B_R1_trimmed.fq.gz	297516	271863
MP_E742_2T_R1_trimmed.fq.gz	251944	216130
MP_E742_3T_R1_trimmed.fq.gz	279946	237630
MP_E746_R1_trimmed.fq.gz	242335	148170
MP_E747_R1_trimmed.fq.gz	270295	191849
MP_E748_R1_trimmed.fq.gz	289109	192532
MP_E749_R1_trimmed.fq.gz	273294	168482
MP_E750_R1_trimmed.fq.gz	313658	220180
MP_E753_R1_trimmed.fq.gz	259997	224556
MP_E756_R1_trimmed.fq.gz	202999	146601
MP_E757_R1_trimmed.fq.gz	211204	184745
MP_E758_R1_trimmed.fq.gz	218101	166014
MP_E759_R1_trimmed.fq.gz	273862	191766
MP_E760_R1_trimmed.fq.gz	241626	200931
MP_E761_R1_trimmed.fq.gz	235236	160293
MP_E768_1B_R1_trimmed.fq.gz	244463	170990
MP_E769_1B_R1_trimmed.fq.gz	243942	137904
MP_E769_2T_R1_trimmed.fq.gz	260167	156175
MP_E769_3T_R1_trimmed.fq.gz	220756	144888
MP_E770_R1_trimmed.fq.gz	260018	189922
MP_E771_R1_trimmed.fq.gz	230964	174481
MP_E772_1B_R1_trimmed.fq.gz	299435	222530
MP_E772_2B_R1_trimmed.fq.gz	245778	191903
MP_E772_3B_R1_trimmed.fq.gz	273009	219047
MP_E773_R1_trimmed.fq.gz	256637	175125
MP_E774_R1_trimmed.fq.gz	219977	158133
MP_E775_R1_trimmed.fq.gz	215465	182118
MP_E780_R1_trimmed.fq.gz	221631	153094
MP_E781_R1_trimmed.fq.gz	268578	221481
MP_E784_R1_trimmed.fq.gz	259956	196826
MP_E785_R1_trimmed.fq.gz	297341	202944
MP_E788_1B_R1_trimmed.fq.gz	258390	192289
MP_E788_2B_R1_trimmed.fq.gz	291777	221629
MP_E788_3B_R1_trimmed.fq.gz	256096	201419
MP_E789_R1_trimmed.fq.gz	292190	210419
MP_E792_R1_trimmed.fq.gz	288711	234020
MP_E400_R1_trimmed.fq.gz	224675	159454
MP_E798_R1_trimmed.fq.gz	301757	254939
MP_E800_R1_trimmed.fq.gz	220225	174141
MP_E801_R1_trimmed.fq.gz	253850	225662
MP_E804_R1_trimmed.fq.gz	264426	206060
MP_E805_R1_trimmed.fq.gz	267923	253837
MP_E809_1B_R1_trimmed.fq.gz	260963	225537
MP_E809_2T_R1_trimmed.fq.gz	285239	227206
MP_E809_3T_R1_trimmed.fq.gz	266274	200138
MP_E810_1B_R1_trimmed.fq.gz	258224	242663
MP_E810_2B_R1_trimmed.fq.gz	200530	188880
MP_E810_3B_R1_trimmed.fq.gz	312555	299908
MP_E811_1B_R1_trimmed.fq.gz	262671	191573
MP_E811_2B_R1_trimmed.fq.gz	260022	163378
MP_E811_3B_R1_trimmed.fq.gz	279810	192304
MP_E812_R1_trimmed.fq.gz	234708	134875
MP_E813_1B_R1_trimmed.fq.gz	266015	157160
MP_E813_2B_R1_trimmed.fq.gz	268006	189967
MP_E813_3B_R1_trimmed.fq.gz	230991	169048
MP_E814_1B_R1_trimmed.fq.gz	95924	87099
MP_E814_2B_R1_trimmed.fq.gz	168849	162481
MP_E814_3B_R1_trimmed.fq.gz	222200	214009
MP_E819_R1_trimmed.fq.gz	248329	233432
MP_E822_R1_trimmed.fq.gz	221999	152735
MP_E823_R1_trimmed.fq.gz	226681	212746
MP_E824_R1_trimmed.fq.gz	320401	317011
MP_E825_R1_trimmed.fq.gz	200915	171997
MP_E826_R1_trimmed.fq.gz	200297	198671
MP_E829_R1_trimmed.fq.gz	238185	162869
MP_E831_R1_trimmed.fq.gz	228992	166426
MP_E832_R1_trimmed.fq.gz	231265	167204
MP_E833_R1_trimmed.fq.gz	208730	197393
MP_E840_R1_trimmed.fq.gz	227822	175387
MP_E841_R1_trimmed.fq.gz	212890	170985
MP_E843_R1_trimmed.fq.gz	157999	153294
MP_E846_R1_trimmed.fq.gz	272715	182548
MP_E852_R1_trimmed.fq.gz	297425	221191
MP_E853_R1_trimmed.fq.gz	126250	122102
MP_E854_R1_trimmed.fq.gz	235284	158904
MP_E855_R1_trimmed.fq.gz	100467	96350
MP_E860_1B_R1_trimmed.fq.gz	283953	194544
MP_E860_2B_R1_trimmed.fq.gz	288103	202049
MP_E860_3B_R1_trimmed.fq.gz	273837	167991
MP_E861_1B_R1_trimmed.fq.gz	198865	163435
MP_E861_2B_R1_trimmed.fq.gz	212075	155519
MP_E861_3B_R1_trimmed.fq.gz	255269	217567
MP_E862_1B_R1_trimmed.fq.gz	261579	252330
MP_E862_2B_R1_trimmed.fq.gz	201070	190229
MP_E862_3B_R1_trimmed.fq.gz	228497	214568
MP_E866_R1_trimmed.fq.gz	229918	157061
MP_E867_R1_trimmed.fq.gz	180391	153560
MP_E868_R1_trimmed.fq.gz	211240	198159
MP_E869_R1_trimmed.fq.gz	214839	203170
MP_E870_R1_trimmed.fq.gz	197684	187149
MP_E871_R1_trimmed.fq.gz	218405	197042
MP_E856_R1_trimmed.fq.gz	276579	209631
MP_E857_R1_trimmed.fq.gz	209085	162706
MP_E858_R1_trimmed.fq.gz	215464	166717
MP_E859_R1_trimmed.fq.gz	242516	231665
MP_E872_1B_R1_trimmed.fq.gz	229280	164401
MP_E872_2B_R1_trimmed.fq.gz	277493	204360
MP_E872_3B_R1_trimmed.fq.gz	254921	181830
MP_E873_1B_R1_trimmed.fq.gz	187848	139132
MP_E873_2B_R1_trimmed.fq.gz	268999	205705
MP_E873_3B_R1_trimmed.fq.gz	243840	190719
MP_E874_1B_R1_trimmed.fq.gz	186693	180981
MP_E874_2B_R1_trimmed.fq.gz	216811	208797
MP_E874_3B_R1_trimmed.fq.gz	202945	193373
MP_E875_R1_trimmed.fq.gz	369032	305378
MP_E876_R1_trimmed.fq.gz	241935	235567
MP_E880_R1_trimmed.fq.gz	194628	134746
MP_E881_R1_trimmed.fq.gz	246088	227072
MP_E885_1B_R1_trimmed.fq.gz	211984	142985
MP_E885_2T_R1_trimmed.fq.gz	232504	151381
MP_E885_3T_R1_trimmed.fq.gz	185932	119723
MP_E886_1B_R1_trimmed.fq.gz	242022	219240
MP_E886_2B_R1_trimmed.fq.gz	230543	189594
MP_E886_3B_R1_trimmed.fq.gz	223125	191583
MP_E892_R1_trimmed.fq.gz	242413	205167
MP_E895_R1_trimmed.fq.gz	233946	173595
MP_E896_R1_trimmed.fq.gz	259676	226681
MP_E901_R1_trimmed.fq.gz	225698	200138
MP_E903_1B_R1_trimmed.fq.gz	204819	134629
MP_E904_1B_R1_trimmed.fq.gz	185581	158322
MP_E904_2B_R1_trimmed.fq.gz	239898	211954
MP_E904_3B_R1_trimmed.fq.gz	230947	197155
MP_E907_R1_trimmed.fq.gz	235679	185976
MP_POSITIVE_R1_trimmed.fq.gz	69279	68510
