dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E370	170229	147353	147250	147253	137614	136973	80.5
MP_E373	226977	184996	184829	184917	182768	174414	76.8
MP_E378	275030	200153	199985	200024	195439	189755	69
MP_E380	253446	219702	219493	219532	217688	201345	79.4
MP_E384_3B	237203	163036	162908	162873	158385	156117	65.8
MP_E386_1B	215165	162911	162773	162824	161261	152691	71
MP_E388_1B	201257	154373	154169	154290	150719	149885	74.5
MP_E392	237176	164237	163918	164028	156244	155026	65.4
MP_E394	221555	138987	138792	138819	131631	129646	58.5
MP_E395	227379	137451	137370	137412	135233	129355	56.9
MP_E396	206443	164180	163989	163944	159748	159194	77.1
MP_E404	272245	226536	226386	226344	217620	212338	78
MP_E405	224831	147217	147063	147155	142544	136637	60.8
MP_E406	255118	197081	196863	196903	192385	175724	68.9
MP_E408	270147	200437	200240	200231	194783	189224	70
MP_E411_1T	200489	159725	159647	159632	153885	147964	73.8
MP_E412_1B	240716	174862	174786	174773	170664	163057	67.7
MP_E412_2T	236042	188419	188285	188358	185485	177832	75.3
MP_E412_3T	214153	164837	164748	164718	161647	152336	71.1
MP_E413_1B	262127	239448	239286	239345	236752	204892	78.2
MP_E413_2B	227978	199965	199881	199934	197428	187593	82.3
MP_E413_3B	266621	222480	222327	222372	218375	196965	73.9
MP_E418_1B	227868	133782	133684	133663	129274	125716	55.2
MP_E418_2T	230363	150606	150534	150541	147952	144712	62.8
MP_E418_3T	198762	124460	124357	124364	121470	118102	59.4
MP_E419_1B	250309	220718	220606	220610	217692	202329	80.8
MP_E419_2B	194716	172028	171931	171954	169705	153265	78.7
MP_E419_3B	233984	220660	220446	220599	217275	201575	86.1
MP_E423	271870	226178	226017	226085	223349	216471	79.6
MP_E424	235306	182359	182267	182263	180670	173368	73.7
MP_E425	203401	187472	187317	187391	184100	169436	83.3
MP_E427	193859	141525	141400	141395	126464	124084	64
MP_E428	206635	143301	143201	143135	123780	120885	58.5
MP_E429	188783	152188	152073	152057	132952	129504	68.6
MP_E430	227356	209802	209698	209611	206305	180273	79.3
MP_E431	235284	186074	185910	185847	169146	165379	70.3
MP_E432	180527	141110	141004	141047	129608	126126	69.9
MP_E433	220929	137857	137750	137769	132753	128580	58.2
MP_E434	235040	216710	216536	216580	213233	191793	81.6
MP_E435	279207	213908	213610	213660	200348	193672	69.4
MP_E436	220093	170592	170466	170474	164337	159183	72.3
MP_E437	180786	157055	156961	156951	154129	146216	80.9
MP_E438	165923	121729	121459	121418	108150	106724	64.3
MP_E440	218354	141499	141308	141315	129877	127701	58.5
MP_E441	194975	183617	183509	183506	180675	157490	80.8
MP_E442	232653	164491	164208	164242	158441	156231	67.2
MP_E444	292725	210968	210724	210629	202886	200467	68.5
MP_E445	267403	234629	234421	234533	230913	206488	77.2
MP_E446_1B_PCR1	281886	211521	211448	211405	208709	201244	71.4
MP_E446_2B_PCR1	226758	173660	173565	173582	171915	165653	73.1
MP_E446_3B_PCR1	264423	199902	199801	199806	196796	190588	72.1
MP_E447_1B_PCR1	225073	171310	171239	171267	164935	155237	69
MP_E447_2B_PCR1	231525	184332	184244	184271	179814	168825	72.9
MP_E447_3B_PCR1	251172	207442	207304	207397	205083	198253	78.9
MP_E448_1B_PCR1	201750	154038	153947	153987	149442	140988	69.9
MP_E448_2B_PCR1	204214	192959	192890	192816	185173	177432	86.9
MP_E448_3B_PCR1	199883	177697	177644	177671	175022	164257	82.2
MP_E449_1B_PCR1	298865	260198	260033	260078	257493	238241	79.7
MP_E449_2B_PCR1	246895	217168	217061	217135	214992	198931	80.6
MP_E449_3B_PCR1	280492	232380	232202	232286	229693	211102	75.3
MP_E450_1B_PCR1	212026	195378	195300	195291	192825	176337	83.2
MP_E450_2B_PCR1	190959	178814	178756	178789	176842	162072	84.9
MP_E450_3B_PCR1	216632	202750	202702	202706	200190	183580	84.7
MP_E451	194761	151020	150732	150766	147149	145612	74.8
MP_E453	208343	125442	125318	125266	122207	120331	57.8
MP_E454	244460	187188	187089	187071	183852	179244	73.3
MP_E455	310401	283419	283238	283334	277037	249138	80.3
MP_E458_1B	204509	139528	139253	139087	136566	134006	65.5
MP_E463	223968	148845	148598	148686	144119	141904	63.4
MP_E464	269442	213197	212764	212896	208131	191211	71
MP_E465	237451	139283	139152	139192	136386	131848	55.5
MP_E466_1B	281176	190359	190275	190303	187795	182482	64.9
MP_E466_2B	227394	127533	127437	127389	124726	121146	53.3
MP_E466_3B	282135	132670	132509	132598	127779	123370	43.7
MP_E467	242162	234542	234427	234495	232753	210538	86.9
MP_E469	131240	128994	128911	128921	128216	120986	92.2
MP_E470	192009	186591	186423	186413	182804	177587	92.5
MP_E471	247674	244358	244281	244190	243694	231588	93.5
MP_E472	216898	214278	214132	214155	213488	208777	96.3
MP_E474	107068	105233	105078	105083	104126	102867	96.1
MP_E475_PCR1	297348	274915	274802	274821	270932	246639	82.9
MP_E476	261981	237007	236919	236866	232467	217134	82.9
MP_E477	213810	176378	176338	176326	173449	161317	75.4
MP_E478	256229	207535	207394	207328	203965	183265	71.5
