ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_10	Eukaryota	Bacillariophyta	NA	NA	NA	NA	NA
ASV_100	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
ASV_1000	Eukaryota	Synurophyceae__p	Synurophyceae	Ochromonadales	NA	NA	NA
ASV_10000	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10001	Eukaryota	Glaucocystophyceae__p	Glaucocystophyceae	Glaucocystales	NA	NA	NA
ASV_10003	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_10004	Eukaryota	Foraminifera	Rotaliida__c	Rotaliida	Elphidiidae	Elphidium	Elphidium aculeatum
ASV_10005	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10006	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	NA
ASV_10007	Bacteria	Candidatus Kaiserbacteria	NA	NA	NA	NA	NA
ASV_10008	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10009	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_1001	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10010	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10011	Bacteria	Candidatus Campbellbacteria	NA	NA	NA	NA	NA
ASV_10012	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
ASV_10013	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10014	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10015	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10016	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10017	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10018	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10019	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_1002	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10020	Bacteria	Candidatus Absconditibacteriota	NA	NA	NA	NA	NA
ASV_10021	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter arcticus
ASV_10022	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10023	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10024	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
ASV_10025	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	NA	NA	NA
ASV_10026	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	NA
ASV_10027	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10028	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_10029	Bacteria	Candidatus Campbellbacteria	NA	NA	NA	NA	NA
ASV_1003	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	NA
ASV_10030	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10032	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10033	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	NA
ASV_10034	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	NA
ASV_10035	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Beringraja	NA
ASV_10036	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	Florenciellales	Florenciella__f	Florenciella	NA
ASV_10037	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
ASV_10038	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_10039	Bacteria	Deltaproteobacteria__p	Deltaproteobacteria	NA	NA	NA	NA
ASV_1004	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Nannobrachium	NA
ASV_10040	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloprofundus	NA
ASV_10041	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10042	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	Nitrospina sp_ SCGC AAA288_E23
ASV_10043	Bacteria	Planctomycetota	Candidatus Brocadiia	Candidatus Brocadiales	NA	NA	NA
ASV_10044	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	NA	NA	NA
ASV_10045	Eukaryota	Haptophyta	NA	NA	NA	NA	NA
ASV_10046	Bacteria	Chloroflexota	NA	NA	NA	NA	NA
ASV_10047	Eukaryota	Cryptophyceae__p	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	Cryptomonas tetrapyrenoidosa
ASV_10048	Bacteria	Candidatus Campbellbacteria	NA	NA	NA	NA	NA
ASV_10049	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_1005	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	NA
ASV_10050	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10051	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
ASV_10052	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10053	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10054	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	Florenciellales	Florenciella__f	Florenciella	NA
ASV_10055	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10056	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10057	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10058	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_10059	Bacteria	Candidatus Kaiserbacteria	NA	NA	NA	NA	NA
ASV_1006	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_10060	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10061	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10062	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_10064	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	NA
ASV_10065	Bacteria	Pseudomonadota	NA	NA	NA	NA	NA
ASV_10066	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10068	Bacteria	Candidatus Latescibacterota	NA	NA	NA	NA	NA
ASV_10069	Bacteria	Candidatus Falkowbacteria	NA	NA	NA	NA	NA
ASV_1007	Eukaryota	Cryptophyceae__p	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Hemiselmis	Hemiselmis cryptochromatica
ASV_10071	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10072	Bacteria	Bacillota	Clostridia	NA	NA	NA	NA
ASV_10073	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_10074	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10075	Bacteria	Candidatus Parcubacteria	NA	NA	NA	NA	NA
ASV_10076	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	NA
ASV_10077	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10078	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	NA	NA	NA
ASV_10079	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	NA	NA	NA
ASV_1008	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10080	Bacteria	Candidatus Azambacteria	NA	NA	NA	NA	NA
ASV_10081	Bacteria	Candidatus Paceibacterota	NA	NA	NA	NA	NA
ASV_10082	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
ASV_10083	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Wenzhouxiangellaceae	Wenzhouxiangella	Wenzhouxiangella marina
ASV_10085	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
ASV_10086	Bacteria	Candidatus Nomurabacteria	NA	NA	NA	NA	NA
ASV_10087	Bacteria	NA	NA	NA	NA	NA	NA
ASV_10088	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	NA
ASV_10089	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1009	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	Nitrospina sp_ SCGC AAA003_C16
ASV_10090	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	Thalassionema sp_ CCMP1100
ASV_10091	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Gymnocanthus	Gymnocanthus tricuspis
ASV_10092	Bacteria	Actinomycetota	Actinomycetes	NA	NA	NA	NA
ASV_10093	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	Ectocarpaceae	Ectocarpus	Ectocarpus siliculosus
ASV_10094	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	NA	NA	NA
ASV_10095	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_10096	Eukaryota	Bolidophyceae__p	Bolidophyceae	Parmales	Triparmaceae	Bolidomonas	NA
ASV_10097	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	NA
ASV_10098	Eukaryota	Bacillariophyta	NA	NA	NA	NA	NA
ASV_10099	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_101	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo_nitzschia	NA
ASV_1010	Bacteria	NA	NA	NA	NA	NA	NA
