ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	NA
ASV_10	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA
ASV_100	Eukaryota	Chordata	Mammalia	Artiodactyla	NA	NA	NA
ASV_1004	Bacteria	NA	NA	NA	NA	NA	NA
ASV_101	Eukaryota	Arthropoda	Thecostraca	zzOther	zzOther	zzOther	NA
ASV_102	Eukaryota	Echinodermata	zzOther	zzOther	NA	NA	NA
ASV_1028	Eukaryota	zzOther	zzOther	NA	NA	NA	NA
ASV_103	Eukaryota	Chordata	Mammalia	zzOther	zzOther	zzOther	zzOther
ASV_1039	Eukaryota	Chordata	Mammalia	zzOther	zzOther	NA	NA
ASV_104	Eukaryota	Chordata	Actinopteri	Perciformes	NA	NA	NA
ASV_1040	Eukaryota	Chordata	Mammalia	zzOther	zzOther	NA	NA
ASV_105	Eukaryota	Chordata	Mammalia	zzOther	zzOther	NA	NA
ASV_106	Eukaryota	Echinodermata	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_107	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	NA	NA	NA
ASV_108	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	zzOther	NA	NA
ASV_109	Eukaryota	Echinodermata	zzOther	zzOther	NA	NA	NA
ASV_11	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	NA	NA	NA
ASV_110	Eukaryota	Arthropoda	zzOther	zzOther	zzOther	NA	NA
ASV_111	Eukaryota	Echinodermata	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_112	Eukaryota	Chordata	Mammalia	zzOther	zzOther	zzOther	zzOther
ASV_113	Eukaryota	Picozoa	NA	NA	NA	NA	NA
ASV_114	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_115	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_116	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica
ASV_117	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_118	Eukaryota	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoena	Phocoena phocoena
ASV_12	Eukaryota	Porifera	Demospongiae	Poecilosclerida	NA	NA	NA
ASV_120	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_121	Eukaryota	Bryozoa	Gymnolaemata	zzOther	zzOther	NA	NA
ASV_122	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_123	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_124	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	NA
ASV_125	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_126	Eukaryota	Echinodermata	zzOther	zzOther	NA	NA	NA
ASV_127	Eukaryota	Nemertea	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_128	Eukaryota	Echinodermata	zzOther	zzOther	zzOther	NA	NA
ASV_129	Eukaryota	Nemertea	Pilidiophora	Heteronemertea	zzOther	zzOther	zzOther
ASV_13	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	NA	NA	NA
ASV_130	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_131	Eukaryota	Chordata	Mammalia	zzOther	zzOther	zzOther	zzOther
ASV_132	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA
ASV_133	Eukaryota	Porifera	zzOther	zzOther	NA	NA	NA
ASV_134	Eukaryota	Mollusca	Bivalvia	zzOther	zzOther	zzOther	zzOther
ASV_135	Eukaryota	Mollusca	Bivalvia	zzOther	zzOther	zzOther	zzOther
ASV_136	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_137	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_138	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
