x	E446.WCOA21	E449.WCOA21	E475.WCOA21	E486.WCOA21	E492.WCOA21	E573.WCOA21	E598.WCOA21
ASV_1	3.99611559076476	61.8393812464795	0.5428218210495	0.216296415803858	0	0	0.112166253784751
ASV_2	39.0156231836244	1.8930521455389	0.000862470596581729	0.569215923077715	0	16.3312568953445	10.5688355968176
ASV_3	14.5027489306762	12.3113245807647	0.0029387933314581	0	2.40100189006869	6.08041366054241	27.2957861105925
ASV_4	0.55157058742767	0.245268999973282	96.062799525817	0	0	0.216890568554828	0
ASV_5	4.97838930967028	0.780731431216121	0.0496764261062919	0	0.0736812359945104	25.7895248380455	0.00146959584122011
ASV_6	1.14538406254449	0.768629489128801	0	55.0009246776763	0	4.88690472005567	0
ASV_7	1.19865054375194	0	0	9.08817307640668	0	11.9157777015461	0
ASV_8	3.86754936464329	0.0545072130219984	0.00158347346084041	9.03078111751786	13.4240117326494	5.2420342311426	0
ASV_9	0.424829707400506	0.0149241391274001	0	3.96950116226828	20.6739943864328	0.307250667034984	13.1791537082249
ASV_10	0	0	0	0	8.92089652590615	4.6127086063828	6.7479141011383
ASV_11	0.027111630853421	5.58937007415162	0	0	0	0	5.38476950496351
ASV_12	4.4729431896837	0.221819497555524	0	1.51763131437319	1.31529578116622	2.29367181342826	5.68491894347013
ASV_13	0.0615291988880144	6.7881912849736	0	0	0	0	0.310635914811935
ASV_14	5.12650394305812	0.267153645753921	0	3.61344701773555	12.7510487576256	0.347309501216303	0
ASV_15	1.04050099490931	0	0	0	0	6.52904011669316	0
ASV_16	0.474212094506693	0.857680843523086	0.0288493907905757	3.87409051294552	15.7939685593952	0.747010680182005	0.61812662808314
ASV_17	0	2.42986024480276	0	0	0	0	0.0765489303472476
ASV_18	0	0	0	0	0	2.13256404295324	0
ASV_19	0.450347753387345	0.00108034936102142	0	1.232913835735	0.860823969920941	1.045956614205	2.22328497060201
ASV_20	0.729498865976847	0	0	2.08893212120518	2.34892053301993	0.603052017648753	1.60007102687747
ASV_21	0.377018565058673	0.00459391704208978	0.10485617944284	0.480441255264041	0.779421332081907	0.724538812166665	3.21358183168015
ASV_22	0.688248748781991	0.0654946200898972	0	0.397089112385506	0.483569866861117	0.563582299739715	1.46461840258345
ASV_23	1.44906783935053	0.0511898713440014	0.00778047515006841	0.316160617191943	0	0	0
ASV_24	0.824744251147094	0.881371617290243	0	0	0	0	0
ASV_25	1.00086214899728	0.0406014062697243	0.000652556787191865	0.231396100043063	0.409865070765917	0.187682746743652	1.38328856228109
ASV_26	1.20699793249041	0.124873827319403	0.000232729168412135	0.312180311021298	1.18013517325329	0.101593108086948	0.289296745127121
ASV_27	0.357367493433262	0.000816137447028303	0	1.21647820000129	0.788134756331377	0.228485980346258	1.39318636414352
ASV_28	0.0259447987966278	0	0.423714380459096	0	6.62963299937931	0	0.873798807441724
ASV_29	0	0.23081135478673	0	0	0	1.18099535634863	0
ASV_31	0	1.00092170924562	0	0	0	0	0
ASV_32	0.698316099366809	0.0099561471526301	0	0.865372828372032	1.48229126225114	0.17953387921432	0.135676481367681
ASV_33	0.449160279530937	0.309519354573123	0.732674603386703	0	0	0	0
ASV_34	0.430858568779953	0	0	0.178777192677812	0	0.340609888627131	1.25550509221029
ASV_35	0.553392948533607	0	0	0	0	0.404919963003999	0
ASV_36	0	0	0	0	0	0.646008743578243	0
ASV_37	0.282211228826112	0.0531110307287088	0	0.064829444461082	0.0184769781490816	0.150839001222765	1.07395168043141
ASV_38	0.0310372372335378	0.615960920136844	0.0394180403834003	0	0	0	0
ASV_39	0.399168092656328	0.0194633470717799	0.000839655237559458	0.0766269737798422	0.00160434671001968	0.156906216354508	0.425061965414929
ASV_40	0	0	0	0	0	0	2.47488301679053
