dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E638	162652	159213	159169	159084	158989	156865	96.4
MP_E655	141327	138145	138024	138039	135925	134504	95.2
MP_E658_1B	153011	150147	150091	150098	147910	146024	95.4
MP_E658_2T	88672	86709	86636	86620	85984	85683	96.6
MP_E658_3T	70314	68813	68774	68632	68460	68107	96.9
MP_E661	98571	96839	96724	96673	96147	95765	97.2
MP_E675_1B	55845	54568	54464	54461	54098	53805	96.3
MP_E685	143298	140163	140139	140064	139032	138760	96.8
MP_E688	146081	143498	143428	143458	142524	141435	96.8
MP_E691_1B	176991	172915	172818	172527	170090	168276	95.1
MP_E691_2B	134738	131546	131446	131509	130437	130042	96.5
MP_E691_3B	137065	133555	133399	133478	130916	130187	95
MP_E694_1B	84361	82441	82287	82394	82007	81885	97.1
MP_E694_2B	127113	124585	124510	124531	122825	121357	95.5
MP_E694_3B	124648	122030	121915	121933	121652	121474	97.5
MP_E707	117553	115251	115243	115240	115178	115148	98
MP_E713	161644	158398	158247	158305	157963	156939	97.1
MP_E716	195310	191296	190976	191170	190239	188681	96.6
MP_E721	108833	106655	106582	106560	105786	105551	97
MP_E725_1B	86860	85208	85094	85089	83499	83317	95.9
MP_E750	99224	96750	96716	96672	95421	94991	95.7
MP_E758	118034	115217	115085	115094	114418	113444	96.1
MP_E761	89870	88044	88013	88002	87224	87041	96.9
MP_E768_1B	56048	54797	54716	54766	54212	54029	96.4
MP_E773	115516	112230	112069	112190	110405	109791	95
MP_E811_1B	99357	97397	97354	97344	97046	96608	97.2
MP_E811_2B	124664	121478	121426	121434	119675	118655	95.2
MP_E811_3B	87936	85169	85120	85075	84238	83695	95.2
MP_E824	199624	193816	193809	193793	193438	193023	96.7
MP_E829	77001	75404	75371	75354	75000	70188	91.2
MP_E840	11391	10955	10929	10926	10879	10492	92.1
MP_E846	38511	37793	37770	37765	37455	37382	97.1
MP_E852	51493	49722	49616	49684	49484	48340	93.9
MP_E856	3346	3272	3268	3268	3268	3263	97.5
MP_E860_1B	115589	113038	112895	113002	108739	108079	93.5
MP_E860_2B	40302	39455	39404	39275	39050	38731	96.1
MP_E860_3B	32617	31665	31605	31639	31448	31247	95.8
MP_E872_1B	28383	27700	27643	27659	27235	27114	95.5
MP_E872_2B	24672	24110	24025	24071	23615	23574	95.5
MP_E872_3B	99099	96943	96906	96891	94890	94794	95.7
MP_E875	225908	220704	220650	220523	218344	217090	96.1
MP_POSITIVE	150971	147124	147048	147061	145626	145581	96.4
