x	E370	E378	E384	E388	E392	E396	E400	E404	E408	E411	E423	E427	E431	E435	E438	E442	E446	E449	E451	E455	E458	E467	E471	E472	E475	E486	E492	E499	E501	E506	E516	E520	E524	E528	E529	E532	E536	E540	E543	E552	E555	E560	E561	E562	E565	E566	E569	E570	E573	E579	E583	E588	E590	E594	E598	E601	E604	E607	E632	E635	E638	E655	E658	E661	E675	E685	E688	E691	E694	E707	E713	E716	E721	E725	E750	E758	E761	E768	E773	E811	E824	E829	E840	E846	E852	E856	E860	E872	E875
ASV_1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164064563378078	0.00131946139585821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018391851533968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_122	0	0	0	0	0	2.24461275685375	0	0	0	0	0	0	0	0	0	0	0	0	19.7581413064178	0	2.77148632522345	0	0	0	0	0	0	0	0	0	0	0.435501117915816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68892913742359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172700025626455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219910232643035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0452122922632177	0	0	0	0	0	0	0	0	0	0	0.247782318224517	0.0173699259773924	0	0	0	0	0	0	0.700237879853922	0	0	0	0	0	0	0	0	0	0	0.200567107628994	0.0170746686274996	0	0	0	0	0.157924421883813	0	0.0345445124223885	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1222	0	0	0	0	0	0	0	0	0.00618301731244847	0	0	0	0	0	0	0	1.51162873375913	0.0818751993472404	0	0.000589563546106817	0	0.00388694181895921	0	0	0.0104437803271313	0.765978854439675	0	0	0	0	0	0	0	0	0	0	0	0.0205510419378262	0.0151038973864448	0	0	0	0	0	0	0	0	0	0	0.146976296731782	0	0	0	0	0.0285423037716616	0	0.0083760511944249	0	0	0	0.00255108548687466	0	0	0	0	0.00867547227102175	0.000709260099863822	0.00887918356234133	0	58.3885497643519	1.77662531049223	3.59965068478562	0.429574635005071	0.0614150529548161	0	0	0	0	0	0.0016908171719392	0	0	0	0	0	0	0.00349323622136638	0.00375474035970413	0
ASV_1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152641941063472	0	0	0	0	0	0	0	0	0	0	0	0.0658041371697853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1227	0	0.0556553416479041	0.235325840493204	0	0	0	0	0.21451342198564	0.0731657048639736	0.00220223894292531	0.0329860996576043	0.02543347487615	0.344523675987501	0.105959269557376	0.00140354816977319	0	0.102343357066118	0.00360747859660609	0	0.00589563546106817	0	0	0	0	0	0.00243425483402439	0.0163387251126205	0.0138140627158447	0.0918565034404436	0	0.0434782608695652	0	0	0	0.000645377804166559	0.00246844504418517	0.00204397266527222	0	0	0	0	0.000839672863452399	0.00489769930575112	0.0162344250984212	0.116317323056678	0.283391159255237	0.142223848693786	0	0.00559698369738899	0.0160337778252853	0	0.00954836245583882	0.00713673993719669	0.274181264280274	0.0715132198745805	0.000635045628028374	0.00586323583609743	0	0	0.163072579467459	0.00255108548687466	0.0376180265583268	0.432885538544339	0.0554737673088822	0	0	0	0.0103635534552087	0.0255219653559903	0.0139128015164954	0.0256737761631825	0	0	0.454972739236699	0.0329020685848926	0	0	0	0.023191094619666	0.0336252681855132	0	0	0.0100290843445993	0	0	0	0.0606389829157353	0.00212019378571201	0.00230614541630537
ASV_1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115118232085905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_123	0	0	0	0	0	0	0	0	0	0.000734079647641769	0	0.171399504600142	0	0	0	6.27844450786308	0	0.0124612923496989	0	0	0	0	0	0.023825929050247	0	0	0	0	0.410849088115439	0.197545872430954	0	0	0	0.569988078680707	0.0464672018999923	0	0	0	0	0	0	0.0369456059919056	0	1.71881975729534	0	0	0	0	0	0.0467651853237487	0	0	0	0	0	0	0	0	0	0	0	0.0985592295828161	0.319232884573997	0.517399560477074	0	0	0	0	0.213643548705789	0	0	0	0.916553452861599	0.552735476593345	0.443647247370488	0	0.408796655510648	0	0	0.288060403451139	0	0.468599519901105	0	0	1.12554669410857	0.183879865154766	2.36963716878163	0	0.0129144143313101
ASV_1231	0	0	0	0	0	0	0	0	0	0	0.0303472116849959	0	0	0	0	0	0.0114204855656204	0.00148982890705113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237512766311189	0	0	0.0504081555881578	0	0	0	0	0	0	0	0	0.0224645541427847	0	0	0	0	0	0	0	0	0.0309983148188853	0	0	0	0	0	0	0	0	0
ASV_1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142059698499181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00960122895730654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00371057513914657	0	0	0	0	0	0	0	0	0	0
ASV_1238	0	0	0	0	0	0	0	0	0	0	0.038263875602821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172051424816537	0	0	0	0	0	0.0280741156653565	0	0	0.00266246352424972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106891852168568	0	0	0	0.0410100181615795	0	0	0	0	0.00178134574733392	0	0.123727646113421	0	0.019528603425875	0	0	0	0	0.0310224541155279	0	4.72600476513452	0.0115531992734321	0.338132867579714	0.210482003788676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161558088489265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308108514315774	0.0856164383561644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00745082455791774	0	0	0	0	0	0	0	0.0495406989436915	0.126115757123091	0	0	0.00264851550705829	0.0515665416316652	0.0177921872528863	0	0	0	0	0	0.166383502255551	0	0	0	0	0	0	0	0.0707218899296543	0.00922135122159757	0.0757430284409738	0	0	0	0	0.00413096821633054	0	0	0	0	0	0	0	0.0127387059790854	0	0.0222634508348794	0	0	0	0	0	0	0	0	0	0
ASV_1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0360170201360271	0	0.0089067287366696	0	0	0	0	0	0	0	0	0.00518177672760436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124346110968185	0	0	0	0
ASV_1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13881785636005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159883604735752	0	0	0	0	0	0	0	0	0
ASV_1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428845502764925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131946139585821	0	0	0	0	0.00171453064723532	0.00128788805677011	0.186381310453421	0	0	0	0	0	0	0	0	0	0	0	0.282749552029324	0.0465823617257395	0.0052282721722309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574404906780899	2.81384729202276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35311708032526	0	0	0	0	0	0	0.118690118690119	0.15036068114311
ASV_1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768287751683237	0.124070800230037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1254	0	0	0	0	0	0	0	0	0	0	0.0112152738835855	0	0	0	0	0	0	0.000253983734881618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107085087556149	0	0	0	0	0	0	0	0	0
ASV_1256	0	0.951200384527815	1.06019193763865	0	0	0.095754041510671	0	2.34475087642637	4.53936521022259	2.15452376582859	0.0857638591097711	5.93705767869781	4.2331009801565	3.81453370406553	3.7951942510667	0.135181819547291	0.208695484981844	0.0204702559188293	0	17.7900800037732	0	0.000647823636493201	0	0	0.100420964683955	0.731899286763334	1.02700557850757	0	0.56951032133075	0	0	0	0	1.82296840850387	0.50081317603325	1.00136587292445	0.626136959795058	0.00411020838756525	0	0	0	0	0.52405382571537	0	0	0.381386233016394	0	0.0869840265696663	0.462243608417832	0	0.531280658063542	0	0.478161575792178	0	4.00114104264586	0.501051000514387	0.352631755285288	0.760727143202432	0.0130632021471154	0.0511123010271139	0	0.978821051047662	2.33610328741403	0.601677014657876	0	0	0	0.0250819040526668	0	0	0	0	0	0.467506423513192	0.0647427801186597	0	0	0	0.334879406307978	0.168217128414595	0	43.2678348114821	0	0.358893322977208	0	0	0	0	0
ASV_1257	0	0	0	0	0	0	0	0	0	0	0.00527777594521669	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00803367717471641	0	0.632542072217165	0	0	0	0	0	0	0	0.0316235124041614	0.044432010795333	0	0	0	0	0	0	0	0	0	0	0	0	0.0365301352860351	0	0	0	0	0	0.0064975850642178	0	0	0	0.0142507659786714	0	0	0	0	0	0	0	0	0.00219483336226523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1258	0	0.316223532090364	0.340732206547451	0	0	0	0	0.358515487670444	0.0185490519373454	0	0.0092361079041292	0	0	0	0	0	0.0268967161246315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116440577877954	0	0	0	0	0	0	0.239029820141777	0	0	0	0.0063605948428297	0	0	0	0.110596998081481	0.104562459539276	0.0469393415690542	0	0	0	0	0.00608655940518474	0	0	0	0.0133943093320067	0.0513881055336216	0	0	0	0.094423356561479	0	0	0	0	0	0	0	0	0	0	0
ASV_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709260099863822	0	0	0.748682631606407	2.32283489836394	0.392979616179258	0.0650580738983181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1260	0	0	0	0	0	0.0672866237642553	0	0	0	0	0.00263888797260834	0	0	0.0766513864883144	0	0.298902023221233	0.078366074251477	0.00336896408093601	0.36183584079223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370100573362158	0	0	0	0.0035032098159939	0	0	0	0	0	0	0	0	0	0.00118756383155595	0	0	0	0	0	0	0	0	0.00139671213962333	0.0275815873203503	0	0	0	0	0.151657579745566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1262	0	0	0	0	0	0.0189782784976105	0	0	0	0	0	0	0	0	0	0	0	0.000253983734881618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426153658833557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165238728653222	0	0	0	0.00478368190428809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163517813221778	0	0	0	0	0	0	0	0	0	0	0	0.00781951549273037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1265	0	0	3.35216757160892	0	0	0.0707372198547299	0	0	0	0	0.00131944398630417	0	0	0.00375742090628992	0.136144172467999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425949350749929	0	0	0	0	0	0	0	0	0	0	0	0.00582202889389768	0	0	0	0	0	0	3.04880192161228	0	0	0	0	0	0	0	5.36583530827973	0.833555375509236	1.1713499327914	1.43425994074242	0	0	0	0.145656730270828	0	0	0	0	0	0.0307793544826415	0	0	0	0.0834879406307978	0.00197262003392906	0	0	0	0	0	0	0	0	0
ASV_1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117914415573278	0	0	0	0
ASV_1268	0	0.174555389713881	0.463297748470995	0	0	0	0	0	0	0	0	0	0	0.0270534305252874	0	0	0	0	0	0	0.280071113708872	0	0	0	0	0	0	0	0	0	0	0	0.582212407147159	0	0	0	0	0	0	0	0.780008666762964	0	0	0	0.0775448820377855	0.0304579283311704	0.112281985810884	0	0	0	0	0	0	15.7876852774035	0	4.49548800081286	0	0	0	0	0	1.54760561260956	5.6485005408903	23.6126224156692	0	0	0	0	0.330501606814924	0	0	0	0	0	0	0	0	0	0.122448979591837	0.0135265373755136	0	0	0	0	0.390189520624303	0	0	0	0
ASV_1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253675995793591
ASV_127	0	0	0	0	0	0	0	0	0	1.49825656083685	0.340416548466476	0	0	0	0	0	0	0	0	0	0	0.0388694181895921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486901170937938	0	0	0	0	0	0	0	0	0	0.186856010099568	0	0	0	0	0	0	0	0	0	0	0.219711887242201	0	0	0	12.9228379355599	0	0	0	0	0
ASV_1270	0	0	0	0	0	0	0.35785227979196	0	0	0	0	0	0	0	0	0.0495666671673401	0	0	0.0476099790516092	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0200762899016262	0	0	0	0	0	0	0	0	0.00587771004416679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1271	0	0.0354170355941208	0	0	0	0	0	0	0	0	0.0732291412398815	0	0	0	0	0	0.0123578094719735	0.00722475551751146	0	0	0	0.0025912945459728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000668074076053553	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653950372314323	0	0.0115672963613623	0	0	0.0246986761509583	0	0.00449291082855694	0.00319495622909966	0	0	0	0	0	0	0.0807050092764379	0	0	0	0	0	0	0	0	0	0
ASV_1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167018519013388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346595978202964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1283	0	0	0	0	0	0	0	0	0	0	0	0	0.00667681542611436	0.00150296836251597	0	0	0.00479909776961931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181356546971346	0	0	0	0	0.00247858092979833	0	0.0121950436775117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019434709094796	0.00285755107872553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301415281754785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131166066329671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1290	0	0	0	0	0	0	0	0.0218485892763151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021090866483098	0	0	0	0	0	0	0	0.0255802580596622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1291	0	0	0	0	0	0	0	0.025821060053827	0	0	0	0	0	0	0	0	0	0.00109955116321518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0305308552455826	0	0	0	0	0.0205659137535802	0	0	0	0	0	0.00452809062767569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1294	0	0	0	0	0	0	0	0	0	0	0.0336458216507564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1296	0	0	0	0	0	0	0	0.574022027350461	0	0	0.0204513817877147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349321733633861	0	0	0.0106891852168568	0	0	0	0	0	0	0	0	0	0	0	0	0.188774080276467	0	0	0	0	0	1.15945678220367	0	0.00770213284895476	0	0	0	0	0.0163631900948156	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535498574079378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487935554237385	0	0	0.12090579347836	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1298	0	0	0	0	27.20153187461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0080124692531	0	0	0	0	0	0	13.9614127181471	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14798394545485	11.0749225551297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43603054583757	1.28530093976422	0	2.21932853988564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_130	0	12.1733410913507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0662355545484653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1301	0	0	0	0	0	0	0	0	0.051525144270404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00628661237319617	0.0148107126528562	0	0	0	0	0	0	0	0	0	0	0	0.0131650402356542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1311	0	0.00758936477016874	0	0	0	0	0	0	0	0	0.0105555518904334	0	0	0	0	0	0.00837784803506444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021717388198314	0.00450760819869537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110159152435481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1316	0	4.33352728376635	0.00490262167694174	0	0	0	0	1.28608741421946	1.50350370981039	9.80069737566526	0.21836797973334	0	0.874662820820981	0.332907492297287	0	0	4.94100794965134	0.870550471583075	10.7788992572843	7.59180978321748	0	0.00583041272843881	0.178311187312473	0.012234936539316	0.0449885921784119	0.0292110580082927	0	0	0.0701449662636115	0	0	0	0.700439447678958	0.350188754222134	0.125203294008312	0.131650402356542	0.440135447255285	0.0458973269944786	0.0203321695586757	0.0390053632374451	0.209446771630796	0	0	0.0771135192175007	0	0.00132425775352915	0.0690326283133582	0.0118614581685909	28.8478942683032	4.4934662355362	0.00301864010263376	0	0	0.373777022672681	0	0	13.3740409421382	5.82121640015774	1.33897822007933	5.15747456554544	0.123727646113421	0.400255802580597	0.00925839443244042	0	0	0.000722956022585146	0.0666704493871993	0.134286204258357	4.2703486568231	0	0	0	0.342511624347027	2.51801717114746	0	0	0	0	0	0	0	0	0	0	0	0	0.000873309055341595	0	0
ASV_1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201936621452565	0	0	0	0	0	0	0	0	0	0	0.00276367153763775	0	0	0	0	0	0	0	0	0
ASV_1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185396085494081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445442397025536	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_132	0	0.285866073009689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34056162292033	0	0	0	0	0.117171480461656	0	0	0	0	0	0	0	0.213670390851296	0	0	0	0	0	0.0922253756325505	0	0	0	0	0.296588278065862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1322	0	0	0	0	0	0	0	0	0	0	0.0316666556713001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285883302435946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00467651853237487	0	0	0	0	0	0	0	0	0	0.0681497347028185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
