x	E370	E378	E384	E388	E392	E396	E400	E404	E408	E411	E423	E427	E431	E435	E438	E442	E446	E449	E451	E455	E458	E467	E471	E472	E475	E486	E492	E499	E501	E506	E516	E520	E524	E528	E529	E532	E536	E540	E543	E552	E555	E560	E561	E562	E565	E566	E569	E570	E573	E579	E583	E588	E590	E594	E598	E601	E604	E607	E632	E635	E638	E655	E658	E661	E675	E685	E688	E691	E694	E707	E713	E716	E721	E725	E750	E758	E761	E768	E773	E811	E824	E829	E840	E846	E852	E856	E860	E872	E875
ASV_1009	0	0	0	0	0.882118806342649	0.0241541726333224	0	1.52344254317579	3.28215169002473	0.500642319691687	0.0125347178698896	16.3404547062987	13.9118126218519	3.72059818140828	33.2542667864361	6.64794148129234	0.0987578194146296	0.0124894952127857	0	0.000589563546106817	0.706266286744112	0	0	0	0	3.38199138273789	27.8085101416801	5.39899617810932	4.98029260471641	0	0	0.917663069894041	20.1253652769413	14.7066858732366	19.8711825902884	8.28986127338852	7.0687388007331	0.00616531258134787	0.000580919130247878	0	0.888343203813376	1.39637597192134	6.88126752458033	3.43358090831608	2.16303223987217	0.704505124877506	3.04658454833532	1.22173019136486	0.414012532565724	0.0414205927153203	0.0241491208210701	1.77599541678602	3.882386525835	1.40371433593063	14.9361487421196	0.847150867789851	0.222802961771702	1.84966098029488	0.257107569531862	0.111960278440345	0	0.68615280442388	0.867458423500293	0.430988499861316	0.107569495555681	0	0	0	0.226297541984596	0	0	0	0.446795889860508	0	0	0.170904429879185	0.327732162916469	0	0.264378478664193	26.8836682045228	0	0.29179663355805	0	0.0857058681736615	2.9928822570963	0	2.05845270289293	0	0
ASV_101	0	0	0	0.000906568998966511	21.4290324662751	10.4725591345905	0	5.18705371773609	21.3880873866447	20.8177647274729	0.979687159830847	0	12.7340223806853	51.5683474862854	12.5561419267909	9.72107484566742	19.6413367549508	13.8737817065379	0	4.07801104842085	7.8882638026351	0.169081969124725	0.713244749249893	1.71868661175971	0	8.32515153236342	0	0	0	0.729400144360445	0	13.3488869446875	6.59617658212318	5.36707728988675	0	1.04826632876397	17.3056352326382	0.891915220101659	0.309048977291871	0	24.5558283980933	4.75338808000403	4.23650989947472	3.66289216283128	0	0	17.8628163648915	0.470504507354104	14.8722504995128	2.79455386013201	2.71677609237039	0	23.6797031116186	0	35.8901754902128	0	20.6612054812879	28.1392715846786	1.89713322091062	41.9169546804264	9.29487997142784	0.00827596584283189	3.30369384941015	0	4.68021664873842	89.4527945865053	39.3135780753518	53.5848319589635	14.7758802756339	3.68515330168171	26.8175428912523	31.9383799441948	33.5747498134364	58.0008773578994	25.1520393975737	48.6977627882876	75.8798392606918	83.466470266085	8.68274582560297	25.4759104189856	0	21.2537193290115	0	63.293783646249	18.9091844610239	3.73889059148023	10.1196720213364	4.61920551358467	6.13250189103924
ASV_1010	0	0	0.33582958487051	0	0	0	0	0	0	0.0124793540099101	0	0	0	0.0683850604944766	0	0	0.0208291846633111	0	0.685583698343173	0	0	0	0	0	0	0	0	0	0.118578395350391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129789031602405	0.251633589025529	0	0	0	0	0.0952201954785777	0	0	0	0	0	0.0662589194699286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142884000752021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368913097772107	0	0	0	0.292816283694927	0.456065152164595	0.048939746157264	0.0393650181561104	0	0	0	0	0	0	0	0	0	0	0	0	0.00342517365630437	0.162076437339158	0	0	0	0	0	0	0	0	0	0.0203406435115423	2.03829400603939	0.00754660025658441	0	0	0	0	0	0.0268033638221597	0	0	0	0	0	0	0	0	0	0	0.0229369683216027	0	0	0.000641844404079563	0.198087286204179	0	0	0	0.0318173140732525	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6025212245948	0	0	0	0
ASV_1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209506820943499	0	0	0	0	0	0	0	0	0	0	0	0	0.0881043570195851	0	0	0	0	0	0	0	0
ASV_1016	0	0	0	0	0	0	0	0	0	0	0	1.23739384288747	0	0.892763207334486	0	0.531715156886012	0	0	0	0	0	0.209247034587304	1.00528646949564	1.77020213403051	0	0	0	22.9935073905236	3.90807669182978	0	0	0.00388840283853407	0	5.18949930458971	4.93843095748251	0	0	0	0.000580919130247878	0	0	1.48286227685694	1.60277209780706	9.24144648727627	16.5781558417144	5.23743941520778	0.618798499579982	8.46512731298434	3.28099647589411	0	0	0	10.9763060234085	0	10.615436872943	78.7012046815564	0	0	0	0	0	0.106082834894481	3.92448366145127	1.62900851308968	6.80141161373115	0	0	0	0.249785878147454	0	0	0	0	0	8.1151360129061	0	3.28890227096386	0	0	0.17791135523543	0	1.14275036294901	1.40407180824391	0	0	0	0	0	0
ASV_1017	0	0	0	0	0	0.00172529804523731	0	0	0	0	0.00527777594521669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5348498104404	0	0	0	0	0	0	0	0	0	0	0	0	0.212660964376351	0	0.186304924604726	0	0.109473216898225	0	0	0	0	0	0	0	0	5.21314353318322	0	0	0	0	0.00254787102213637	0	0	0	0	0.0015962424452838	0	0	0	0	0	0	0	0	0	0	0	0.693681555947076	0	0	0	0	0	0.490346307079375	0	0	0
ASV_1019	0	0	0	0	0	0	0	0.10229112252093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_102	0	0	0	0	0	4.34861372302065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96159099511248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179790225949535	0	4.42150958041656	0	0	0	0	0	0	0
ASV_1020	0	0	0	0	0	0	0	0	0	21.7096714993577	4.26444296373508	0.0143754423213022	0	0	0.108073209072535	0	0.0304831573686272	0.000774684848520061	0	0	0	0.00453476545545241	0	0	0.00160673543494328	0	0.415470438578064	0	0.168681942681542	0	0	0	0	0	0	0.0814586864581105	43.8438949943109	0.010960555700174	0	0	0	0	0.104076110247211	0	0.158614531440925	0	0.0440810759109396	0	0.0470032145594507	0.00801688891264263	0	0	0	0.0351514441384967	0.138914818010365	0	0.175897075082923	0.0737829001768245	65.7375958957794	1.29484495935355	0.114161075537641	0	0.0481779247822149	0	0.4057445884995	0.0498839655583751	0.131213118474807	0.145953885287386	0.360982221455149	0	0.00128368880815913	0.00425994163879955	0.354949197298176	0	0	0.025453851258602	0	0	0	0	0	0.0431226552056232	0	0.112488951977931	0	0	0.000873309055341595	0	0.0267512868291423
ASV_1023	0	0.00505957651344582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204959616867568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300964591515808	0.108813928182807	0	0	0	0	0	0	0	0	0	0	0.00530678525562785	0	0.00115806417991685	0	0.00371057513914657	0	0	0	0	0	0	0	0.000308973836095559	0	0
ASV_1024	0	0	0	0	0	0	0.0333591108280641	0.00397247077751184	0	0	0	0.00221160651096957	0	0	0	0.00450606065157637	0.00269383503806486	0	0	0	0.258152504809917	0	0	0	0	0	0.00466820717503443	0	0	0	0	0	0	0	0.00709915584583215	0	0.014989132878663	0	0	0	0	0	0	0.119728885100856	0	0	0.00831718413413954	0	0.00277466678774304	0	0	0	0	0.00468685921846622	0.003609769480121	0	0	0	0	0.0146035145791754	0	0	0	0	0	0	0	0.000259088836380218	0	0	0	0	0.00287020914257286	0.00376010528294792	0	0.00272719834913593	0	0	0	0	0	0	0	0.366928248118488	0	0	0	0	0
ASV_1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785666379227747	0	0	0	0	0	0	0.0830555825216538	0	0
ASV_1027	0	4.36388474284702	0	0	0	0	0	0	1.54987633965375	0	0.134583286603025	0	0.0681035173463665	0	0	0	0.103453000004777	0.0140642840648111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014810670265111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133614815210711	0.279224209493623	0	0	0	0	0	0	0.0178096655599232	0	0	0	0.218936914569462	0	0	0	0.155435544855806	0	0.00258576330439864	0.0732756436860772	0.139128015164954	4.65208824076867	4.30626850412149	0.0545339737088843	0	0.285505046752778	0.0236357190258447	0	0	0.00742115027829314	0	0	0	0	0	0	0	0	0	0.000461229083261074
ASV_1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0643944028385053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
