x	Anacapa	B2_5	B5	B9	BS14	BS2	BS20	BS32	BS43	BS48	BS64	C19	C26	C2_5	C32	C35	C41	C77	C8	CB06	CC73_3_50	CC80_50_5	CC80_51	CC80_70	CC90_27_7	CC90_28	CM1	CM3	CM5	CMAP_CO2_Buoy	CR0	CR1	CR13	CR2	CR24	CR3	CR30	CR40	CR50	ChaBa	GGTX1	GGTX2	GGTX4	GGTX5	HH10	HH20	HH29	HH3	HH37	HH42	JF20	JF23	JF2_5	JF35	JF54	JF9	Kalaloch	ML1	ML11	ML5	ML8	NH1	NH10	NH25	NH30	NH35	NH45	NH55	PA3	PR1	PR10	PR15	PR4	QC2	QC43	QC74	SB2	SB3	SB4	SCORP	Sokul
ASV_1	1.04198590254367	0.015306512921248	0	0.257107569531862	2.78436410350523	36.7227650268177	0	0.720010328424022	64.5114818584911	0	94.6167932841369	4.14722053783734	62.6005891355505	0.00116183826049576	37.1206526040608	19.9201409801691	49.6490716438223	0	0	0	3.62987012987013	0	21.8109589162832	26.8207251057635	4.61459697802705	72.8876836020637	16.3776605326342	23.080916375127	1.46045360472807	0	0.0498824200099765	0	0	0.307805245568055	4.43713091987022	0	37.2420612843772	0.141253257348822	93.1991034456559	37.0063014439254	0.670552108792379	11.4425671150571	0	0	8.37815697057834	4.46138157779067	0	0.853519616711897	0	0	50.4168878273178	0	0	7.57468795529988	2.78042277661398	0	1.11427510214188	0	6.00910241157253	0	0	9.26819165709094	18.742941077445	2.13418944882021	2.80875069523532	2.11923414912724	0	0	1.78150182113269	0.0113481615978212	0.00506069215809602	22.9752877645064	2.20260999651096	21.9914493156923	35.5476841240854	62.6563088834835	0.250111400192615	0	3.54520331678347	38.6469942944235	2.38471759147608
ASV_2	3.58565737051793	0.00446439960203066	0	0	0.119654982565608	0.135243008596178	0	0	8.59716015941754	0	0.000906568998966511	3.61783161753183	1.04826632876397	0.0296268756426418	0	0	0	0	0.106180383345436	0.153926395196479	4.75417439703154	0	23.8177414031696	0	1.26699629171817	2.48188337776443	0	0	0	3.59819829220361	0.0291520636421941	0.374339191313045	0	0.947885609782798	0	0	0	0	0	0.00479909776961931	55.4201917653694	10.0007653891047	30.7541161686085	25.4850739083831	0	0	0	0.00921365631386739	0	0	0	0	0.783798001052078	0	0	0	0.000589563546106817	34.6208739761643	79.3722735255793	56.5077416590427	15.7409864252433	0.869164372945672	0	0	0	0	0	0	0	37.7149058102587	85.1620505924625	4.93342137956362	42.2765017894274	0	0	0	10.0030185858644	0	34.7877030743037	6.77402503032278	0.148902836277914
ASV_3	0	0.00255108548687466	18.1692060555907	0	0	0.0996180209659649	0	0.446902962470082	0	0	0	0	0.167031447989863	54.4437408868311	0	0	0	0	34.4517667045719	0	0	31.9528589863853	0.289389324571712	0	0.165581240890726	0	0	0	0	0.00782595085302864	86.8666714173733	16.730961565938	0.284807815580854	0.9176202404487	0.492495856966132	96.4153732446415	0	0	0	1.02123917834132	0	0	1.56659353766853	31.9484470574643	0	0	0	0	0	0	0	0	0.0232960096189975	0	0	0	0	0.488168504495332	0	0	0	3.52743112156276	0.27100067950985	0	0	0	0	0	0	0.0234055832955061	0	0	0	0	0	0	0	0	0	0	0.286248843093827
ASV_4	13.6684033098376	0	0	2.02954658812911	0	0.248715191418336	0	9.82491335048117	0	0	0	0	4.47940494018135	0	2.45856674497251	0	0	0	0	0	3.71892393320965	0	3.29144495213011	0	0	0	24.9858252095202	37.9189707707934	44.3299408991018	0	0.0576563036478949	0.123446206600943	2.27846252464683	0.301365805284205	0	0	8.83179076299673	0	0	6.12104468298197	3.67236949301247	0	0	0	0	0	47.9981252563126	0	16.5592475890385	0	0	0	0	0	0	17.8351093662367	0	5.96983718625856	0	0.765480422925038	44.358356594742	0.898559632292029	0	44.6155085853065	44.6838491043652	22.2682022757904	0	0	0	0	0	5.93525624265664	0	1.99600293455438	0	0	0	0	0	0	0
ASV_5	0	0	0	0	0	13.4246828386518	0	0	0	0	0	0	0	0.372950081619138	0	0	0	0	2.80453218978202	0	0	0	0	0	0	0	0	0	0	0	0	0.142877553936277	0.167963583547683	0.00321972014192526	0	0.516565442334265	0	0	0	4.68062777038538	0	0	0	0.0263156205672621	0	0	0	0	0	0	0	0	0	0	0	0	44.0008961365901	0	0	0	0	0.762272520777104	0	0	0	0	0	0	0	17.8790285973672	0	0	0.0222375644178283	0	0	0	0	0	0	0	60.9341128131773
ASV_6	0	9.28850225771066	40.5515260672735	1.43813980001425	2.98256560836851	0.84444415123467	18.1018136850783	4.84641434856445	0	0	0	12.4764091488217	0	0.252118902527579	0	0	0	0	0.551452958665004	18.8324492106502	0	0	0	0	0	0	0	0	0	0	0.0537693618289357	0	0	0.0425003058734135	0	0	0	0	0	14.7573561575587	0	11.0684831901418	0.308845768812967	0.13157810283631	0	35.6750332291976	0	7.90196669682045	0	0	0	0.749494722658882	43.9535582775983	0	0	12.7340223806853	4.07742148487475	0	0	0	0	0.75960022447289	5.55920270216108	0	0	1.40686412557701	0	0	0	0.85182137993645	0	2.85334923704674	5.31911529058856	0	0	0	0	0	0	0	13.5352541719969
ASV_7	0	0	0	1.42567037978291	2.15746008441916	0.378680424069297	13.6294311624073	40.8290546512667	3.62226324597574	17.388498031369	0	9.50174759662881	6.97829413991147	0	10.7105603020068	0	0	0	0	0	0	0	0	0	0	0	7.25939979909655	0	0	0.0686944574876959	0.0479389491004969	0.778396913844835	60.4725700051119	1.94664279780801	0	0	4.59449529026655	0.937629380677529	0	3.1918864413767	0	0.0353992460917319	0.596924322136787	0.491010969120866	1.45107926004483	0	5.41918097135157	0	0	0	0	4.2766112732989	0	14.791895098908	0	15.7799855780787	0	3.60808341590684	0	0	0	1.41431281900537	3.28258268340339	0	0	12.0984898107209	0	0	51.582403895148	0.257461416250567	0	1.61337774921777	0.257992685218994	2.80300538844899	0	0.00342594813114529	0	0	0	0	0.121793035999407
ASV_8	0	0	0.111960278440345	0.257107569531862	0.452927142594972	0.0125347178698896	2.8184253915911	1.52344254317579	0.0241541726333224	0.882118806342649	0	7.0687388007331	8.21909918212187	0.000580919130247878	16.9810183167735	19.9937540431417	0.727131330805871	0	0.00616531258134787	1.66902008675851	0.264378478664193	0	26.8560314891464	0	0	0	0.849400548009345	0.68615280442388	0.430988499861316	0	0	0	3.21240496263419	0	27.8085101416801	0	5.18964439141286	0.706266286744112	0	0.0987578194146296	0	0.397045598055912	0	0	0.847150867789851	14.7917579629147	1.40371433593063	0.222802961771702	2.82919097131051	0.0241491208210701	16.0662154989384	33.2542667864361	3.64094085819494	6.64794148129234	0	13.499185428518	0.000589563546106817	0.170904429879185	0	0.327732162916469	0	0.0414205927153203	0.297365168754634	2.13415736985009	1.40439562099689	3.90374146827258	0.353892821031345	0	0	0	0	0.226297541984596	0	0	0	0	0.29179663355805	0	1.53929406263498	2.05845270289293	0.0124894952127857
ASV_9	0	0.00637771371718666	0	1.15253069852505	0	0.0785069171850982	0	0	3.51788271423888	0	0	0	0.705975282636958	0	0	15.0103727497825	4.64858559346748	0	0.412390908219047	0	61.1725417439703	0	0.421459909489757	49.1591987748108	0.670627087061602	9.63840094984682	2.69356291967489	0	0	0	0.0349824763706329	0	0	0	0	0	0	0	0	0.542808658903001	0	0	0	0	0.108592802392852	3.49086625525256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0142716278509	1.82271073857346	9.31261326533152	0.75374634042577	0	81.9307654802535	0	0.356757830231502	0	2.078230402004	3.53986715272249	0	0	0	4.16421107102301	0	0	3.04493715472174	0.0296878814068097
ASV_10	0	1.31380902574045	0.318843401645329	0.023157494715341	0	0.159652722342805	0.378194558944765	0.180747420376789	0	0	0	0	0	0.000580919130247878	0	0	0	0	36.9637890641055	0.136116729636556	0.0398886827458256	0	0	0	0	0	1.12797564951479	0.397998720987097	0	0	0.00518258909194561	1.11558794113445	0	0.0173864887663964	0	0	0.00115117189298706	0	0	0.0246821652655684	0	0.207611794646103	0.00958486868729898	0.0231063985468643	0	1.15424512544614	0	0	0.0572901747350329	84.3860840691269	0	0	0	0	0	0	0.00648519900717499	0	0	0	0	69.2846262793619	0	0	0	0	0	0	0	0.00992964139809351	0	0	0	0	0	0	0	0	0	0	6.88645495573182
